Date,Open,High,Low,Close,Volume
13/05/2026 15:30:00,391,413.75,390.8,404.45,20958608
14/05/2026 15:30:00,405.85,411.3,402.2,407.85,5795421
15/05/2026 15:30:00,409.4,412.25,405,407,4344049
18/05/2026 15:30:00,404.6,405.7,395.95,404.35,6007649
19/05/2026 15:30:00,404.3,418.5,403.4,415,7454213
20/05/2026 15:30:00,411.8,415.95,409.75,413.5,4390666
21/05/2026 15:30:00,416,417,409,410.5,5013888
22/05/2026 15:30:00,411,412.95,406.15,408.9,4398760
25/05/2026 15:30:00,411.25,415.1,409.4,413.55,3635798
26/05/2026 15:30:00,415.25,426.8,414,420.95,9332347
27/05/2026 15:30:00,420.8,430.4,419.5,425.8,6171033
29/05/2026 15:30:00,429.9,434,419.65,420.75,8197538
01/06/2026 15:30:00,421.7,423.75,416.6,419.5,6503865
02/06/2026 15:30:00,415.5,417.25,408.65,414.9,5616307
03/06/2026 15:30:00,414.45,414.95,407.25,411.75,3650477
04/06/2026 15:30:00,410,414.6,409,410.8,2512081
05/06/2026 15:30:00,411.45,413.75,406.55,409.2,2616616
08/06/2026 15:30:00,404.05,409.1,402.3,404.2,2751940
09/06/2026 15:30:00,404.35,406.6,396.55,398.65,5796055
10/06/2026 15:30:00,398.65,402.95,393.35,394.75,3489888
11/06/2026 15:30:00,391.95,396.5,388.3,390.25,5580234
12/06/2026 15:30:00,395.8,395.8,388,393.55,6317321
15/06/2026 15:30:00,397.75,405.4,395.55,404.1,9202415
16/06/2026 15:30:00,405,405.6,400.25,402.25,7499735
17/06/2026 15:30:00,402.25,403.45,399.35,401.5,5958070
18/06/2026 15:30:00,402.95,403.9,398.45,402.9,5550321
19/06/2026 15:30:00,402.5,403.7,399.5,402.35,4585159
22/06/2026 15:30:00,402.35,407.6,401.05,405.95,6887143
23/06/2026 15:30:00,405.95,406.5,396.5,398.3,5046417
24/06/2026 15:30:00,398.8,400.75,391.45,393.1,5536727
25/06/2026 15:30:00,395.05,395.9,388,388.95,6391714
29/06/2026 15:30:00,388.95,390.3,385.1,386.5,3614843
30/06/2026 15:30:00,387.55,389.35,384,385.5,3527751
01/07/2026 15:30:00,386.25,387.05,374.3,375.45,9752961
02/07/2026 15:30:00,376.8,378,374.4,376.4,8842116
03/07/2026 15:30:00,377.5,381.45,374.4,375.2,5800623
06/07/2026 15:30:00,375.2,379.85,373.75,377.55,4121387
07/07/2026 15:30:00,377.05,380.05,374.6,377.2,4480736
08/07/2026 15:30:00,375.8,376.95,370.1,372.1,4750113
09/07/2026 15:30:00,373.4,378.85,372.25,375.5,4833406
10/07/2026 15:30:00,376.5,382.8,376.15,381.3,3546184
